Var1,Var2,Var3,Var4,Var5,Var6
0,51,R,R,1,3.6498
0,51,O,T,0,2.4482
0,51,U,M,0,1.4889
0,18,E,E,1,2.1831
0,18,T,T,1,2.2478
0,18,I,I,1,2.0555
0,18,M,M,1,2.8897
0,18,A,A,1,2.7571
0,18,N,N,1,2.2628
0,18,S,S,1,1.9911
0,18,R,R,1,2.6953
0,18,O,O,1,2.741
0,18,U,U,1,2.275
0,18,F,F,1,2.5925
0,18,D,N,0,2.0895
0,18,W,E,0,0.44687
0,18,G,Not A Valid Character,0,0.96647
0,18,K,D,0,2.3519
2,21,E,E,1,4.253
2,21,T,T,1,1.8669
2,21,I,I,1,1.63
2,21,M,A,0,1.9079
2,21,A,A,1,1.8204
2,21,N,A,0,2.0449
2,21,S,S,1,1.98
2,21,R,S,0,1.8013
2,21,O,K,0,2.0136
2,21,U,U,1,2.0721
2,21,F,H,0,2.6464
2,21,D,D,1,2.4589
2,21,W,S,0,2.5519
2,21,G,I,0,2.4277
12,18,E,T,0,3.5252
12,18,T,T,1,1.6856
12,18,I,M,0,2.0875
12,18,M,M,1,2.0803
12,18,A,M,0,1.871
12,18,N,N,1,2.0555
12,18,S,S,1,2.2903
12,18,R,A,0,2.0794
12,18,O,T,0,0.55693
12,18,U,T,0,1.088
12,18,F,I,0,0.95718
12,18,D,V,0,1.7019
12,18,W,I,0,0.74953
12,18,G,Not A Valid Character,0,2.1401
12,18,K,U,0,2.1546
12,18,H,H,1,1.9411
12,18,B,5,0,2.1168
12,18,E,E,1,2.6558
12,18,T,T,1,1.8058
12,18,I,I,1,1.3794
12,18,M,M,1,1.6903
12,18,A,A,1,1.5854
12,18,N,A,0,1.6351
12,18,S,S,1,1.5419
12,18,R,R,1,1.8458
12,18,O,O,1,2.0747
12,18,U,U,1,1.7295
12,18,F,F,1,1.9
12,18,D,D,1,1.7783
12,18,W,R,0,1.8769
12,18,G,D,0,1.8339
12,18,K,L,0,2.1291
12,18,H,H,1,1.7621
12,18,B,B,1,1.9838
12,18,E,E,1,2.4587
12,18,T,T,1,2.0109
12,18,I,I,1,1.8305
12,18,M,M,1,2.4631
12,18,A,A,1,2.5207
12,18,N,T,0,2.1835
12,18,S,E,0,0.46585
12,18,R,E,0,1.1472
12,18,O,N,0,1.5115
12,18,U,U,1,3.102
12,18,F,3,0,2.6378
12,18,D,D,1,2.4263
12,18,W,W,1,2.254
12,18,G,O,0,3.0236
12,18,K,K,1,2.9003
11,16,E,E,1,2.6398
11,16,T,T,1,4.7953
11,16,I,I,1,2.4079
11,16,M,M,1,2.4489
11,16,A,A,1,2.5784
11,16,N,N,1,2.0919
11,16,S,S,1,2.0267
11,16,R,R,1,2.6515
11,16,O,S,0,2.0925
11,16,U,U,1,2.6511
11,16,F,I,0,1.9634
11,16,D,T,0,0.90829
11,16,W,A,0,2.3171
12,18,E,Not A Valid Character,0,2.1164
12,18,T,T,1,1.7548
12,18,I,I,1,1.6298
12,18,M,M,1,2.0457
12,18,A,A,1,1.9297
12,18,N,N,1,2.0108
12,18,S,S,1,1.9866
12,18,R,R,1,2.1778
12,18,O,O,1,2.4674
12,18,U,U,1,2.2037
12,18,F,F,1,2.3812
12,18,D,D,1,2.0539
12,18,W,W,1,2.134
12,18,G,G,1,2.0935
12,18,K,K,1,2.4823
0,19,E,E,1,2.4339
0,19,T,T,1,2.0226
0,19,I,I,1,1.8932
0,19,M,I,0,1.7264
0,19,A,T,0,0.76452
0,19,N,N,1,2.2579
0,19,S,S,1,1.8313
0,19,R,K,0,2.5615
0,19,O,K,0,2.476
0,19,U,I,0,2.2298
0,19,F,T,0,1.0229
0,19,D,E,0,0.73387
0,19,W,I,0,1.3312
0,19,G,Not A Valid Character,0,2.1966
0,19,K,A,0,1.987
0,19,H,H,1,2.0136
0,19,B,B,1,3.0497
11,16,E,E,1,2.5949
11,16,T,T,1,1.9656
11,16,I,I,1,2.1896
11,16,M,A,0,2.5181
11,16,A,A,1,2.5227
11,16,N,N,1,1.9614
11,16,S,S,1,1.9378
11,16,R,S,0,2.3032
11,16,O,K,0,2.5553
11,16,U,U,1,2.6352
11,16,F,E,0,1.7266
11,16,D,E,0,0.47036
11,16,W,T,0,0.63852
11,16,G,M,0,3.47
11,16,K,E,0,0.53156
11,16,H,E,0,0.96193
0,17,R,R,1,2.4352
2,7,F,F,1,2.1944
0,20,D,D,1,2.2789
0,18,I,I,1,2.6884
0,18,M,M,1,2.03
0,18,D,D,1,1.7604
0,18,O,O,1,2.1372
0,17,T,T,1,1.9033
0,18,F,E,0,0.65879
0,18,F,F,1,2.2018
0,18,B,B,1,2.0861
0,18,M,M,1,1.8983
0,18,N,A,0,1.3672
11,16,E,E,1,2.6398
0,18,G,G,1,2.0953
0,18,O,O,1,2.2969
10,15,T,T,1,2.0582
0,22,U,U,1,2.9134
12,18,K,U,0,2.1546
0,18,B,B,1,2.5297
0,17,O,W,0,2.4257
0,18,C,E,0,0.62987
10,18,N,N,1,1.9991
12,17,I,I,1,1.6308
0,22,D,D,1,2.2178
0,18,F,I,0,1.6059
11,17,U,T,0,0.64137
0,18,A,A,1,2.3629
0,18,S,S,1,1.5612
0,19,D,D,1,3.1036
0,18,U,U,1,2.2906
0,18,T,T,1,1.7291
11,17,W,I,0,0.87124
2,7,T,T,1,1.5672
0,18,S,E,0,0.49275
2,7,I,I,1,1.1271
0,19,M,I,0,1.7264
11,16,N,N,1,2.0919
12,18,R,A,0,2.0794
12,17,E,E,1,2.638
2,7,A,A,1,1.8084
0,17,M,A,0,1.7253
0,20,R,R,1,2.4007
4,17,U,U,1,1.9441
0,18,K,K,1,2.2601
0,18,R,E,0,0.65802
2,7,N,N,1,1.6029
0,18,K,K,1,2.4181
10,18,W,W,1,2.9005
0,18,T,T,1,2.2223
2,7,U,U,1,2.2014
2,7,U,A,0,1.8946
0,18,T,T,1,2.2069
12,18,R,R,1,1.8458
4,17,G,G,1,1.9602
2,7,R,T,0,1.8671
0,17,N,N,1,1.6686
0,18,G,Not A Valid Character,0,0.96647
10,15,R,E,0,2.109
0,19,O,K,0,2.476
0,18,K,D,0,2.3519
0,20,A,A,1,1.8942
0,19,G,Not A Valid Character,0,2.1966
0,17,T,T,1,1.6847
12,18,W,W,1,2.254
11,16,M,A,0,2.5181
2,7,M,M,1,4.5413
0,18,M,M,1,2.8897
10,15,N,N,1,1.9131
0,18,J,E,0,0.62186
0,18,D,E,0,0.6244
0,18,F,F,1,1.9397
0,18,D,D,1,2.1302
11,17,S,S,1,2.224
0,18,R,R,1,2.1653
0,18,P,E,0,0.4785
0,17,M,M,1,2.0847
2,7,K,K,1,2.818
12,18,W,I,0,0.74953
0,18,S,S,1,1.2775
11,17,T,T,1,1.4137
12,18,F,F,1,1.9
0,20,R,R,1,2.2322
0,18,N,N,1,1.7148
0,18,V,E,0,0.61647
0,17,K,E,0,0.72909
0,19,T,T,1,2.1545
0,18,M,M,1,1.6359
10,15,G,M,0,1.2009
2,7,A,A,1,2.0558
0,18,B,B,1,1.9501
0,17,U,E,0,0.766
0,18,N,N,1,1.8967
11,16,D,T,0,0.90829
0,18,O,O,1,3.2118
0,18,H,H,1,1.6542
11,17,U,U,1,2.9394
0,17,K,K,1,2.1788
12,17,A,A,1,1.9875
2,7,U,U,1,2.3636
11,16,H,E,0,0.96193
0,22,R,E,0,1.5155
0,18,T,T,1,1.2275
11,17,O,O,1,4.0606
0,17,S,S,1,1.7311
2,7,N,N,1,1.8517
0,18,M,M,1,2.6989
0,18,E,E,1,2.1607
0,19,S,S,1,1.8313
0,18,E,E,1,2.8144
0,51,U,M,0,1.4889
10,15,S,S,1,2.2361
11,17,F,E,0,0.75383
0,18,D,N,0,2.0895
0,18,H,A,0,1.4678
0,18,G,G,1,3.3136
0,18,G,G,1,2.4853
0,22,O,S,0,2.1335
0,18,E,E,1,2.9367
12,18,A,M,0,1.871
0,18,A,A,1,1.5892
0,17,O,E,0,0.69472
2,7,D,D,1,2.438
0,18,B,D,0,2.8357
0,18,U,U,1,2.275
0,18,U,U,1,1.9437
0,18,K,E,0,0.78001
0,18,G,G,1,2.2639
0,20,K,T,0,0.60654
0,18,U,E,0,0.59118
12,17,F,F,1,2.5982
0,22,S,D,0,1.8412
0,18,T,T,1,1.8404
0,20,A,A,1,1.9967
0,18,R,R,1,2.8615
0,18,E,E,1,2.4817
0,18,S,E,0,0.66858
0,18,S,S,1,1.7141
0,18,N,T,0,1.4968
10,15,F,Not A Valid Character,0,2.692
11,17,T,T,1,2.58
0,18,N,N,1,2.0935
4,17,A,A,1,2.0513
0,18,T,T,1,1.4631
0,22,A,T,0,1.5472
0,18,S,S,1,2.2863
0,18,M,M,1,1.9446
0,18,H,H,1,1.6953
0,18,M,M,1,2.1741
11,17,S,S,1,1.8753
0,18,R,R,1,2.4001
12,18,G,O,0,3.0236
2,21,O,K,0,2.0136
0,17,K,K,1,2.0707
0,22,E,E,1,3.1336
0,18,I,I,1,1.6453
0,18,F,F,1,2.612
0,18,E,E,1,2.0503
0,18,Y,E,0,0.64284
0,18,M,M,1,1.8177
10,15,S,S,1,1.7054
0,18,G,G,1,2.2412
0,18,E,E,1,2.3073
0,22,W,E,0,0.90249
0,18,T,T,1,1.6165
0,18,I,I,1,1.6993
11,16,S,S,1,1.9378
0,18,K,T,0,1.3411
0,20,F,F,1,2.5138
0,18,O,E,0,1.2264
11,17,O,O,1,3.0977
0,18,T,T,1,1.8109
0,18,G,G,1,2.1476
0,18,M,M,1,2.1349
11,16,A,A,1,2.5227
0,17,S,B,0,2.0237
10,15,M,M,1,2.8861
4,17,H,H,1,1.5609
12,18,D,D,1,2.4263
2,21,D,D,1,2.4589
11,17,F,Not A Valid Character,0,2.7358
0,18,E,E,1,2.5789
12,18,F,I,0,0.95718
0,18,I,I,1,1.476
10,18,U,U,1,2.3085
11,17,A,A,1,2.0495
2,7,O,O,1,2.243
0,18,A,A,1,1.7364
0,20,S,S,1,1.6868
0,18,W,W,1,2.7795
0,17,X,E,0,0.70951
2,7,M,M,1,1.6693
0,51,N,T,0,1.48
0,18,U,U,1,2.6937
0,17,Z,E,0,0.66751
0,18,A,A,1,2.9106
0,18,W,E,0,0.60928
2,7,I,I,1,5.6674
2,7,A,Not A Valid Character,0,2.939
0,18,S,S,1,1.4865
12,18,K,K,1,2.9003
0,18,D,T,0,2.4583
2,7,N,N,1,1.4686
11,17,R,R,1,2.1959
0,18,I,I,1,1.4298
0,18,D,E,0,1.1817
0,17,S,S,1,1.5091
0,18,U,U,1,1.6243
0,20,W,U,0,2.2819
0,18,R,R,1,2.1225
0,18,I,I,1,1.2521
0,20,N,N,1,1.898
0,20,W,W,1,2.2691
2,7,S,S,1,1.4006
12,18,F,3,0,2.6378
0,18,S,S,1,1.4461
0,18,N,N,1,1.7834
12,17,U,U,1,2.4239
0,17,P,E,0,0.68676
0,18,W,W,1,2.4356
0,17,D,E,0,0.6727
0,18,M,N,0,1.5125
0,17,U,U,1,2.0309
0,18,N,M,0,2.3221
0,18,M,N,0,1.581
0,18,L,E,0,0.31936
0,18,O,O,1,2.2704
0,18,W,T,0,0.77862
0,19,I,I,1,1.8932
0,18,O,O,1,2.7131
0,17,S,E,0,0.69854
11,16,A,A,1,2.5784
0,17,O,O,1,2.403
0,18,R,R,1,1.7033
0,22,I,I,1,1.688
0,18,J,E,0,0.71531
12,18,I,I,1,1.8305
0,17,U,U,1,1.9172
0,19,A,A,1,2.7352
0,18,I,I,1,1.3949
0,19,F,T,0,1.0229
0,17,A,E,0,0.73479
0,18,G,G,1,2.3032
0,20,S,S,1,1.827
11,17,H,H,1,1.8411
11,17,I,I,1,1.5572
0,22,M,M,1,2.2266
12,17,W,W,1,2.402
2,21,S,S,1,1.98
0,18,R,R,1,2.4535
0,18,G,S,0,1.9179
0,18,A,A,1,1.9842
0,18,A,A,1,2.0576
0,18,U,U,1,3.1889
0,18,G,E,0,0.49595
10,15,D,S,0,2.6681
0,17,N,N,1,1.6277
2,21,T,T,1,1.8669
10,15,M,M,1,1.9943
0,18,V,E,0,0.55887
0,18,N,N,1,2.2978
0,22,Z,T,0,2.9495
0,22,M,E,0,0.46999
2,7,F,F,1,2.2735
4,17,M,T,0,1.5468
0,17,A,A,1,1.8615
12,18,N,A,0,1.6351
2,21,E,E,1,4.253
2,7,U,A,0,1.9292
11,16,O,S,0,2.0925
0,18,I,I,1,1.2615
12,17,R,R,1,2.8666
0,18,D,D,1,1.9557
2,7,G,G,1,2.556
0,18,A,A,1,2.5759
0,51,S,S,1,3.8421
0,18,O,O,1,2.9919
0,18,H,S,0,2.0258
0,18,F,F,1,2.3486
0,18,U,U,1,1.9552
11,16,S,S,1,2.0267
0,18,N,N,1,2.0106
0,18,A,A,1,1.4093
12,18,U,U,1,1.7295
0,18,M,M,1,1.6918
10,18,O,O,1,2.7126
0,18,Z,T,0,2.076
0,17,L,T,0,0.53193
0,18,E,T,0,1.8943
12,18,W,W,1,2.134
12,18,M,M,1,2.0457
12,18,E,E,1,2.4587
12,18,T,T,1,1.7548
0,18,D,D,1,1.816
0,18,W,I,0,0.71156
0,18,S,S,1,2.4602
12,18,S,S,1,1.9866
0,18,I,I,1,1.456
0,18,E,E,1,3.3268
0,18,U,U,1,1.8531
0,17,E,T,0,1.8827
0,18,R,N,0,2.1883
0,17,R,R,1,1.8506
2,7,U,E,0,2.6499
0,18,S,S,1,2.034
0,17,W,W,1,2.4131
0,22,W,D,0,2.3165
11,17,S,S,1,1.7942
0,17,N,N,1,1.9119
12,18,S,S,1,2.2903
10,15,U,U,1,2.2486
0,18,W,E,0,0.44687
11,17,B,B,1,2.0109
4,17,T,T,1,1.4953
0,18,D,T,0,0.83444
0,18,I,I,1,1.3597
11,16,D,E,0,0.47036
12,18,T,T,1,1.8058
0,18,W,W,1,2.5428
0,17,N,E,0,0.8321
0,18,Z,E,0,0.45229
0,18,A,T,0,0.6087
0,17,K,K,1,2.5707
0,18,R,R,1,1.9545
0,18,Q,E,0,0.521
12,18,U,U,1,3.102
0,17,C,E,0,0.66393
0,18,H,H,1,1.7595
0,18,I,I,1,1.4976
0,17,M,M,1,1.7802
0,18,K,K,1,2.4304
0,18,N,E,0,0.85909
0,17,D,D,1,1.9414
2,7,O,O,1,2.5854
2,7,T,T,1,1.6047
0,19,W,I,0,1.3312
10,15,A,A,1,2.6325
0,18,E,E,1,2.712
2,21,M,A,0,1.9079
2,7,U,Not A Valid Character,0,7.0808
0,18,U,U,1,2.842
0,18,W,E,0,2.7767
12,18,D,D,1,2.0539
11,17,T,T,1,1.6228
0,18,U,E,0,0.62901
11,16,W,T,0,0.63852
2,21,W,S,0,2.5519
0,18,D,D,1,2.4823
0,18,T,T,1,1.466
0,17,W,W,1,2.216
0,18,U,I,0,1.5426
2,21,I,I,1,1.63
0,22,U,A,0,1.0131
2,7,E,T,0,2.384
12,17,N,N,1,4.6404
0,22,F,I,0,1.0182
0,18,F,F,1,2.438
11,17,H,H,1,1.9651
0,18,O,O,1,2.3232
0,18,O,E,0,1.2787
0,18,R,R,1,1.9145
0,18,T,E,0,0.74346
0,17,S,S,1,1.6454
0,17,G,G,1,2.1086
0,18,G,G,1,2.119
0,18,E,E,1,2.2497
11,17,O,N,0,0.97919
0,18,U,U,1,1.847
0,18,S,S,1,1.5893
0,18,I,I,1,1.1347
11,17,S,E,0,0.399
0,18,O,S,0,1.748
12,18,I,I,1,1.6298
10,18,E,E,1,1.7216
0,18,I,I,1,1.4718
0,18,W,E,0,0.60529
0,22,K,E,0,1.1903
0,17,G,G,1,2.133
0,18,R,N,0,1.7849
2,7,M,M,1,2.2828
0,18,L,E,0,0.29863
11,16,U,U,1,2.6511
0,18,M,M,1,2.2213
0,17,O,W,0,2.4641
0,18,K,U,0,2.1275
0,18,M,M,1,2.0026
0,18,F,F,1,3.6802
0,18,A,A,1,1.8442
12,18,F,F,1,2.3812
0,18,A,A,1,1.8198
0,18,R,R,1,2.1457
0,18,B,B,1,2.3076
0,18,A,T,0,0.58254
0,18,U,U,1,2.0484
0,18,M,T,0,2.736
0,20,N,N,1,1.7352
0,18,A,A,1,1.5426
0,18,A,E,0,0.66679
0,18,F,F,1,2.0919
0,18,K,K,1,2.1164
0,18,O,O,1,2.4546
10,15,N,N,1,2.555
0,18,F,F,1,2.427
2,7,M,Not A Valid Character,0,2.1786
2,7,R,R,1,1.7414
0,18,K,K,1,2.2432
0,18,A,A,1,1.9725
0,18,B,E,0,0.57363
11,16,T,T,1,1.9656
0,18,D,D,1,2.3448
0,18,I,I,1,1.7347
0,17,F,F,1,2.0785
0,18,E,E,1,2.8882
12,17,N,A,0,1.9576
0,18,N,N,1,1.5623
2,7,E,E,1,2.3208
0,18,E,E,1,4.9086
0,17,G,E,0,0.70614
2,7,W,W,1,2.5391
2,7,F,F,1,2.7219
0,18,T,T,1,1.3526
0,18,E,E,1,2.607
0,17,I,I,1,1.4529
0,18,S,S,1,1.8075
0,18,F,F,1,2.1144
0,18,S,E,0,0.57158
0,17,M,E,0,0.76328
12,17,S,S,1,1.9394
0,18,A,A,1,2.7571
0,20,I,I,1,1.7435
10,15,H,H,1,2.36
0,18,D,T,0,1.693
0,18,S,S,1,1.949
11,17,R,R,1,1.9603
12,18,H,H,1,1.7621
2,7,O,O,1,2.8516
12,18,G,Not A Valid Character,0,2.1401
0,18,T,T,1,1.4884
4,17,E,E,1,1.8675
2,7,R,R,1,2.0335
11,16,F,E,0,1.7266
2,7,O,O,1,2.5696
11,17,N,N,1,2.0996
0,17,A,A,1,1.8049
2,7,S,Not A Valid Character,0,6.6898
0,18,S,S,1,2.1231
0,18,R,S,0,2.2606
11,16,U,U,1,2.6352
0,18,J,D,0,1.8598
11,17,A,A,1,2.9528
0,18,F,F,1,2.6708
0,18,W,W,1,2.2493
11,17,J,H,0,2.3366
0,18,M,M,1,2.03
0,18,I,I,1,1.4712
0,18,W,T,0,3.9251
0,18,W,W,1,2.1773
2,7,U,U,1,2.0017
0,51,R,R,1,3.6498
0,18,K,K,1,2.0821
11,17,O,E,0,1.1877
4,17,S,S,1,1.8208
0,22,S,S,1,1.898
11,17,M,M,1,4.8026
0,18,Q,T,0,0.58553
12,18,B,B,1,1.9838
0,17,O,O,1,2.4168
0,18,A,U,0,2.1046
0,18,W,W,1,2.2872
0,18,R,R,1,2.1836
0,18,E,E,1,2.3853
0,18,F,F,1,1.9552
0,18,T,T,1,1.7314
0,17,A,E,0,1.6583
11,16,E,E,1,2.5949
0,18,T,T,1,1.4649
4,17,K,K,1,2.08
0,18,F,F,1,2.6773
0,17,R,R,1,2.1871
0,18,I,I,1,1.763
0,18,U,U,1,2.3396
0,18,D,D,1,1.9118
0,18,T,T,1,1.2645
0,18,K,E,0,0.42593
0,22,V,E,0,1.2063
0,18,R,R,1,1.8477
2,7,O,O,1,2.9106
0,19,F,Not A Valid Character,0,3.5208
0,17,J,T,0,0.7949
0,17,H,H,1,1.6549
0,17,G,G,1,1.8025
0,18,O,O,1,2.6359
2,7,T,T,1,2.0071
12,18,E,E,1,2.6558
0,18,D,D,1,2.0633
0,17,N,T,0,0.61155
0,18,T,T,1,2.1063
2,7,R,R,1,1.8736
0,18,F,F,1,2.1815
2,7,N,N,1,2.1468
0,51,M,A,0,4.5984
0,22,J,D,0,2.6902
0,17,D,D,1,1.9907
0,18,U,U,1,1.8962
12,17,O,S,0,1.7972
0,18,K,K,1,2.0912
11,17,F,F,1,2.9365
0,18,F,F,1,2.2867
0,18,N,N,1,1.5763
0,20,K,K,1,2.3408
0,20,G,E,0,1.7086
11,17,G,U,0,2.0686
0,18,E,E,1,2.6836
0,17,H,H,1,1.8147
0,17,U,U,1,2.0204
2,7,U,U,1,2.1892
0,18,N,N,1,1.8399
0,17,E,E,1,2.7937
0,18,W,I,0,0.88298
0,17,R,E,0,0.70535
0,18,T,T,1,1.3321
0,18,I,I,1,1.3124
0,18,R,R,1,1.821
0,18,R,E,0,0.87086
0,18,E,E,1,2.2883
2,7,O,E,0,1.9302
12,18,U,U,1,2.2037
0,17,H,E,0,0.70696
12,18,A,A,1,1.9297
0,19,N,N,1,2.2579
2,7,G,R,0,3.1733
10,15,D,D,1,2.8605
11,17,E,E,1,2.64
0,18,U,U,1,1.7185
2,7,K,A,0,1.2695
0,51,I,E,0,0.60797
0,18,N,N,1,1.7164
11,17,D,D,1,2.5604
0,20,T,T,1,1.6464
0,18,F,F,1,2.324
0,17,B,B,1,1.9147
2,7,R,R,1,1.9524
0,18,O,O,1,2.5065
0,18,T,T,1,3.8346
0,18,I,I,1,2.3261
0,17,K,K,1,2.318
0,18,H,E,0,0.65132
0,18,W,W,1,3.3476
0,18,S,E,0,0.69313
0,22,T,T,1,1.786
0,17,D,D,1,1.8352
2,7,G,G,1,1.9653
0,18,R,R,1,2.4496
0,18,W,D,0,1.9641
0,17,O,O,1,2.3034
0,22,Q,T,0,0.68286
0,18,I,I,1,2.0555
0,20,D,D,1,2.0294
0,18,V,E,0,1.3971
0,18,U,E,0,0.50463
0,18,N,N,1,1.623
12,17,F,F,1,2.4427
0,18,J,E,0,1.8277
0,17,I,I,1,1.4224
12,17,R,R,1,2.2391
0,18,E,E,1,3.9718
12,18,M,M,1,1.6903
0,18,H,H,1,1.8402
0,18,I,I,1,1.6076
2,21,U,U,1,2.0721
0,17,O,O,1,2.6823
2,7,O,O,1,2.8525
0,18,D,D,1,1.999
2,7,A,A,1,1.7379
0,18,O,O,1,2.1627
0,22,N,T,0,0.85892
0,17,G,G,1,2.1947
12,18,T,T,1,1.6856
12,17,M,T,0,3.5464
0,18,N,N,1,1.6484
0,20,M,M,1,2.257
11,16,F,I,0,1.9634
0,17,M,M,1,2.1416
0,18,N,N,1,1.8527
0,18,M,M,1,1.8793
0,18,R,N,0,1.9313
12,18,T,T,1,2.0109
0,18,D,D,1,1.885
10,15,W,E,0,1.6412
4,17,N,M,0,1.9463
0,18,U,T,0,1.7924
11,17,D,D,1,2.0966
0,18,S,S,1,1.8193
0,17,F,F,1,2.5786
2,7,M,M,1,1.7807
0,18,F,F,1,2.1264
0,19,H,H,1,2.0136
0,18,F,F,1,2.4433
0,18,A,A,1,1.4822
0,18,M,M,1,2.4205
2,7,H,H,1,1.8484
0,18,U,U,1,1.8205
0,18,X,I,0,0.81707
2,7,A,A,1,2.1944
0,17,T,T,1,0.70229
2,7,W,W,1,2.4177
0,18,H,H,1,1.9716
0,17,M,M,1,1.91
2,7,E,E,1,2.4169
11,17,M,M,1,2.3296
12,17,T,E,0,2.0014
2,7,F,F,1,2.9423
0,19,B,B,1,3.0497
0,18,F,H,0,2.3432
4,17,O,O,1,2.1199
0,18,U,U,1,2.0877
12,18,G,G,1,2.0935
0,20,E,E,1,2.4766
10,18,M,M,1,2.3248
2,21,A,A,1,1.8204
0,18,F,F,1,2.5524
10,15,R,R,1,2.2192
0,18,R,R,1,1.9122
2,7,K,E,0,1.0902
0,20,U,U,1,2.2713
0,19,T,T,1,2.0226
0,18,S,S,1,2.048
0,18,D,T,0,1.7863
0,20,G,G,1,2.544
0,18,G,G,1,2.6175
2,7,S,S,1,1.4996
12,18,I,I,1,1.3794
0,18,D,D,1,2.1344
0,18,G,G,1,2.0557
2,7,D,D,1,2.3408
2,7,S,S,1,1.248
2,7,S,S,1,1.6735
0,18,R,R,1,2.2103
10,15,E,E,1,2.8969
11,16,R,R,1,2.6515
0,18,D,D,1,1.9109
0,18,D,D,1,1.9444
11,17,N,A,0,2.0645
4,17,D,D,1,1.6922
0,18,W,W,1,2.3919
0,17,N,N,1,1.5441
0,18,O,O,1,2.8952
0,18,N,T,0,2.7835
0,19,E,E,1,3.7935
0,18,B,I,0,0.71266
0,18,F,E,0,0.63846
0,17,I,I,1,1.7294
2,7,R,R,1,1.9214
0,18,E,E,1,2.4213
2,21,F,H,0,2.6464
0,18,R,R,1,2.2218
0,18,N,N,1,1.8944
0,18,R,R,1,2.6953
0,18,A,S,0,9.8487
2,7,W,W,1,3.0564
0,17,T,T,1,1.6803
11,17,K,K,1,2.3805
0,17,F,E,0,0.69053
10,15,T,T,1,1.7516
12,18,A,A,1,1.5854
0,20,F,F,1,2.4477
0,18,G,G,1,2.3745
0,22,N,N,1,1.8667
0,17,D,T,0,1.5942
2,7,O,Not A Valid Character,0,2.8383
0,22,I,E,0,1.4982
2,7,D,D,1,1.8072
0,19,U,I,0,2.2298
0,17,F,F,1,2.0593
0,18,T,T,1,1.6988
0,17,W,E,0,0.55311
0,22,R,R,1,2.2663
0,18,H,H,1,1.8866
10,15,A,A,1,2.1126
0,18,A,A,1,1.6254
0,18,E,E,1,3.1134
0,18,B,B,1,2.0009
0,18,D,D,1,1.8873
0,18,M,A,0,1.7959
12,17,U,U,1,5.3748
0,17,A,A,1,1.5033
0,18,Y,T,0,1.7106
10,15,I,I,1,3.2946
0,17,W,E,0,0.76059
11,17,R,E,0,1.4049
4,17,I,I,1,1.3223
0,20,M,M,1,1.9489
0,17,F,F,1,2.0122
2,7,H,H,1,1.8004
0,18,F,F,1,2.5925
0,18,T,T,1,1.9792
2,7,A,A,1,1.7202
0,18,T,T,1,1.4899
12,18,D,V,0,1.7019
0,18,K,E,0,0.44653
2,7,T,T,1,1.7455
0,18,R,R,1,1.9203
0,18,W,I,0,0.88677
0,18,O,O,1,2.4987
0,18,S,S,1,1.4478
0,18,G,G,1,2.1875
2,7,M,M,1,1.8751
2,7,B,B,1,2.2317
12,18,U,T,0,1.088
0,18,N,N,1,1.721
11,16,I,I,1,2.1896
10,15,E,E,1,4.1219
2,7,S,S,1,1.3759
0,18,O,E,0,0.62811
0,22,A,A,1,2.0249
0,18,G,G,1,2.24
0,18,H,I,0,2.4399
0,18,M,E,0,0.66663
0,17,E,T,0,1.8299
0,18,E,T,0,2.8655
0,19,O,S,0,2.2046
0,18,K,K,1,2.773
0,20,B,T,0,2.1287
0,18,T,T,1,1.5496
12,18,A,A,1,2.5207
0,17,M,M,1,2.1002
0,18,H,I,0,1.7314
0,18,O,O,1,3.0249
0,18,I,I,1,1.2354
12,17,D,D,1,2.1927
12,18,O,T,0,0.55693
11,17,I,I,1,4.9858
11,17,M,M,1,2.0329
12,18,M,M,1,2.0803
11,16,G,M,0,3.47
0,18,I,I,1,1.9274
10,15,O,S,0,1.7392
0,22,G,G,1,2.63
0,18,A,A,1,1.5817
0,18,N,N,1,2.2628
0,18,M,M,1,2.2212
2,7,G,E,0,1.4942
0,18,H,H,1,1.8821
0,19,M,M,1,2.9447
2,7,T,T,1,1.6379
0,18,D,D,1,2.3691
12,17,A,T,0,0.97353
0,17,K,K,1,2.5097
10,15,U,U,1,3.8735
0,18,A,A,1,1.89
0,17,U,U,1,1.9199
0,19,R,K,0,2.5615
2,7,E,E,1,2.6564
12,18,E,Not A Valid Character,0,2.1164
0,17,W,W,1,1.9561
2,7,G,G,1,2.4049
0,18,T,T,1,1.4441
0,18,R,R,1,2.0917
0,17,Q,E,0,0.69399
0,17,H,H,1,1.6445
0,18,F,F,1,2.1483
12,17,O,O,1,3.1085
0,19,N,N,1,2.3494
0,20,O,W,0,2.3828
11,16,O,K,0,2.5553
10,15,K,D,0,2.4691
11,17,U,U,1,2.6795
12,18,H,H,1,1.9411
0,18,H,H,1,1.9971
0,18,T,T,1,2.2478
0,18,H,H,1,1.8665
0,18,O,O,1,2.3402
0,18,B,B,1,1.8913
0,22,E,E,1,3.13
0,18,K,K,1,2.3786
0,17,R,R,1,1.8502
0,18,M,T,0,1.4527
11,17,R,R,1,2.9818
11,17,W,W,1,2.2579
10,18,F,F,1,2.539
0,19,E,E,1,2.4339
0,17,R,R,1,1.922
0,18,R,R,1,2.2141
12,17,E,E,1,2.4004
2,7,N,Not A Valid Character,0,4.9367
11,17,D,E,0,2.5568
0,18,M,M,1,4.1051
